family,method,n,row_qerr_gm,qerr_improvement_pct,beats_stale_qerr_frac,fresh_plan_match_frac,fresh_root_match_frac,fresh_scan_match_frac,fresh_join_match_frac,stale_fresh_changed_queries,plan_recovery_frac,new_plan_deviation_frac
all,stale,84,35.123377144153594,0.0,0.0,0.5,0.5833333333333334,0.5,0.6666666666666666,42,0.0,0.0
all,isomer,84,2.0522730956391184,94.15695965904372,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,42,0.9523809523809523,0.0
all,oasis,84,3.022574181098879,91.3944090037424,0.9285714285714286,0.9166666666666666,0.9285714285714286,0.9166666666666666,0.9404761904761905,42,0.9523809523809523,0.11904761904761904
all,oasis_projected,84,2.026458944696477,94.23045529938801,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,42,0.9523809523809523,0.0
all,hybrid,84,2.000080361849224,94.30555793755117,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,42,0.9523809523809523,0.0
all,fresh,84,1.3421681629230808,96.17870412228714,1.0,1.0,1.0,1.0,1.0,42,1.0,0.0
scan,stale,28,35.952520743083824,0.0,0.0,0.75,0.75,0.75,1.0,7,0.0,0.0
scan,isomer,28,2.126431122728884,94.08544636431941,0.9642857142857143,1.0,1.0,1.0,1.0,7,1.0,0.0
scan,oasis,28,3.0906655550308573,91.40348022572128,0.9285714285714286,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,7,1.0,0.047619047619047616
scan,oasis_projected,28,2.1010021783800834,94.15617560339145,0.9642857142857143,1.0,1.0,1.0,1.0,7,1.0,0.0
scan,hybrid,28,2.071044884683145,94.23950020227288,0.9642857142857143,1.0,1.0,1.0,1.0,7,1.0,0.0
scan,fresh,28,1.3789741811297123,96.16445758842936,1.0,1.0,1.0,1.0,1.0,7,1.0,0.0
join,stale,28,35.952520743083824,0.0,0.0,0.21428571428571427,0.4642857142857143,0.21428571428571427,0.4642857142857143,22,0.0,0.0
join,isomer,28,2.126431122728884,94.08544636431941,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,22,0.9545454545454546,0.0
join,oasis,28,3.0906655550308573,91.40348022572128,0.9285714285714286,0.8928571428571429,0.9285714285714286,0.8928571428571429,0.9285714285714286,22,0.9090909090909091,0.16666666666666666
join,oasis_projected,28,2.1010021783800834,94.15617560339145,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,22,0.9545454545454546,0.0
join,hybrid,28,2.071044884683145,94.23950020227288,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,22,0.9545454545454546,0.0
join,fresh,28,1.3789741811297123,96.16445758842936,1.0,1.0,1.0,1.0,1.0,22,1.0,0.0
join_dim_filter,stale,28,33.52201453772415,0.0,0.0,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.5357142857142857,13,0.0,0.0
join_dim_filter,isomer,28,1.911625500596486,94.29740268609088,1.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,13,0.9230769230769231,0.0
join_dim_filter,oasis,28,2.8908588072293746,91.37623783327183,0.9285714285714286,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,13,1.0,0.2
join_dim_filter,oasis_projected,28,1.8852129882041944,94.37619422877268,1.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,13,0.9230769230769231,0.0
join_dim_filter,hybrid,28,1.8653628126154762,94.43540957087683,1.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,13,0.9230769230769231,0.0
join_dim_filter,fresh,28,1.2714770595620408,96.20703863686005,1.0,1.0,1.0,1.0,1.0,13,1.0,0.0
